,ID,Unnamed: 0,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Object_num,Extra_characteristic,Num_features,Common,Num_objects,Linked_prompts
446,447,1906.0,a skateboard behind a truck,"skateboard, truck",False,Spatial relationships,behind,,,,,,,"1899,1918"
447,448,1907.0,a baseball glove behind a bus,"baseball glove, bus",False,Spatial relationships,behind,,,,,,,"1902,1883"
448,449,1908.0,a cake behind an umbrella,"cake, umbrella",False,Spatial relationships,behind,,,,,,,"1892,1907"
449,450,1909.0,a refrigerator behind a motorcycle,"refrigerator, motorcycle",False,Spatial relationships,behind,,,,,,,"1901,1911"
450,451,1910.0,a banana behind a tv,"banana, tv",False,Spatial relationships,behind,,,,,,,"1863,2047"
451,452,1911.0,a kite behind a mouse,"kite, mouse",False,Spatial relationships,behind,,,,,,,"1896,1858"
452,453,1912.0,a bear behind a stop sign,"bear, stop sign",False,Spatial relationships,behind,,,,,,,"1891,1908"
453,454,1913.0,an umbrella behind a tie,"umbrella, tie",False,Spatial relationships,behind,,,,,,,"1907,1933"
454,455,1914.0,a truck behind a hair drier,"truck, hair drier",False,Spatial relationships,behind,,,,,,,"1918,1890"
455,456,1915.0,a car behind an elephant,"car, elephant",False,Spatial relationships,behind,,,,,,,"1826,1838"
456,457,1916.0,a person behind a remote,"person, remote",False,Spatial relationships,behind,,,,,,,"2046,1914"
457,458,1917.0,a tv in front of a keyboard,"tv, keyboard",False,Spatial relationships,in front of,,,,,,,"2047,1895"
458,459,1918.0,a bed in front of a suitcase,"bed, suitcase",False,Spatial relationships,in front of,,,,,,,"1938,1925"
459,460,1919.0,a tennis racket in front of a baseball bat,"tennis racket, baseball bat",False,Spatial relationships,in front of,,,,,,,"1940,2049"
460,461,1920.0,a parking meter in front of a laptop,"parking meter, laptop",False,Spatial relationships,in front of,,,,,,,"1937,1935"
461,462,1921.0,a snowboard in front of a banana,"snowboard, banana",False,Spatial relationships,in front of,,,,,,,"1915,1863"
462,463,1922.0,a traffic light in front of a skateboard,"traffic light, skateboard",False,Spatial relationships,in front of,,,,,,,"1941,1899"
463,464,1923.0,a fork in front of a zebra,"fork, zebra",False,Spatial relationships,in front of,,,,,,,"1869,1904"
464,465,1924.0,a sports ball in front of a teddy bear,"sports ball, teddy bear",False,Spatial relationships,in front of,,,,,,,"1922,1900"
465,466,1925.0,a bench in front of a fire hydrant,"bench, fire hydrant",False,Spatial relationships,in front of,,,,,,,"1893,1923"
466,467,1926.0,a toothbrush in front of a bottle,"toothbrush, bottle",False,Spatial relationships,in front of,,,,,,,"1813,1934"
467,468,1927.0,a clock in front of a bench,"clock, bench",False,Spatial relationships,in front of,,,,,,,"1875,1893"
468,469,1928.0,a hot dog in front of an apple,"hot dog, apple",False,Spatial relationships,in front of,,,,,,,"1916,1825"
469,470,1929.0,a microwave in front of a bench,"microwave, bench",False,Spatial relationships,in front of,,,,,,,"1910,1893"
470,471,1930.0,a person in front of a fire hydrant,"person, fire hydrant",False,Spatial relationships,in front of,,,,,,,"2046,1923"
471,472,1931.0,a cell phone in front of a hot dog,"cell phone, hot dog",False,Spatial relationships,in front of,,,,,,,"1898,1916"
472,473,1932.0,a bear in front of a dog,"bear, dog",False,Spatial relationships,in front of,,,,,,,"1891,1846"
473,474,1933.0,a bench in front of a horse,"bench, horse",False,Spatial relationships,in front of,,,,,,,"1893,2048"
474,475,1934.0,a handbag in front of a bottle,"handbag, bottle",False,Spatial relationships,in front of,,,,,,,"1917,1934"
475,476,1936.0,a bed in front of a traffic light,"bed, traffic light",False,Spatial relationships,in front of,,,,,,,"1938,1941"
476,477,1937.0,a potted plant to the left of a bowl,"potted plant, bowl",False,Spatial relationships,to the left of,,,,,,,"1931,1903"
477,478,1938.0,a dining table to the left of a cake,"dining table, cake",False,Spatial relationships,to the left of,,,,,,,"1920,1892"
478,479,1939.0,a motorcycle to the left of a fork,"motorcycle, fork",False,Spatial relationships,to the left of,,,,,,,"1911,1869"
479,480,1940.0,an orange to the left of a teddy bear,"orange, teddy bear",False,Spatial relationships,to the left of,,,,,,,"2045,1900"
480,481,1941.0,a bear to the left of a stop sign,"bear, stop sign",False,Spatial relationships,to the left of,,,,,,,"1891,1908"
481,482,1942.0,a bicycle to the left of a sports ball,"bicycle, sports ball",False,Spatial relationships,to the left of,,,,,,,"1880,1922"
482,483,1943.0,an apple to the left of a mouse,"apple, mouse",False,Spatial relationships,to the left of,,,,,,,"1825,1858"
483,484,1944.0,a giraffe to the left of a dining table,"giraffe, dining table",False,Spatial relationships,to the left of,,,,,,,"1865,1920"
484,485,1945.0,an umbrella to the left of a sink,"umbrella, sink",False,Spatial relationships,to the left of,,,,,,,"1907,1905"
485,486,1946.0,a horse to the left of a zebra,"horse, zebra",False,Spatial relationships,to the left of,,,,,,,"2048,1904"
486,487,1947.0,a laptop to the left of a kite,"laptop, kite",False,Spatial relationships,to the left of,,,,,,,"1935,1896"
487,488,1948.0,a couch to the left of a tie,"couch, tie",False,Spatial relationships,to the left of,,,,,,,"1913,1933"
488,489,1949.0,a fork to the left of a cake,"fork, cake",False,Spatial relationships,to the right of,,,,,,,"1869,1892"
489,490,1950.0,a giraffe to the left of a toothbrush,"giraffe, toothbrush",False,Spatial relationships,to the right of,,,,,,,"1865,1813"
490,491,1951.0,a carrot to the left of a laptop,"carrot, laptop",False,Spatial relationships,to the right of,,,,,,,"1906,1935"
491,492,1952.0,a bowl to the left of a backpack,"bowl, backpack",False,Spatial relationships,to the right of,,,,,,,"1903,1942"
492,493,1954.0,a train to the left of a knife,"train, knife",False,Spatial relationships,to the right of,,,,,,,"1912,1836"
493,494,1955.0,a kite to the left of a motorcycle,"kite, motorcycle",False,Spatial relationships,to the right of,,,,,,,"1896,1911"
494,495,1956.0,a tennis racket to the left of a bowl,"tennis racket, bowl",False,Spatial relationships,to the right of,,,,,,,"1940,1903"
495,496,1957.0,a pizza to the right of a train,"pizza, train",False,Spatial relationships,to the right of,,,,,,,"1930,1912"
496,497,1958.0,a sink to the right of a bear,"sink, bear",False,Spatial relationships,to the right of,,,,,,,"1905,1891"
497,498,1959.0,an orange to the right of a stop sign,"orange, stop sign",False,Spatial relationships,to the right of,,,,,,,"2045,1908"
498,499,1960.0,a sink to the right of a banana,"sink, banana",False,Spatial relationships,to the right of,,,,,,,"1905,1863"
499,500,1961.0,a backpack to the right of a stop sign,"backpack, stop sign",False,Spatial relationships,to the right of,,,,,,,"1942,1908"
500,501,1977.0,a keyboard laying on a deer,"keyboard, deer",False,Unusual arrangements,laying,,,,,,,"1895,2013"
501,502,1978.0,a bear hugging a bus,"bear, bus",False,Unusual arrangements,hugging,,,,,,,"1891,1883"
502,503,1979.0,a giraffe wearing a scarf,"giraffe, scarf",False,Unusual arrangements,wearing,,,,,,,"1865,1884"
503,504,1980.0,a raccoon riding a crocodile,"raccoon, crocodile",False,Unusual arrangements,riding,,,,,,,"2026,2050"
504,505,1981.0,a snake using a watering can,"snake, watering can",False,Unusual arrangements,using,,,,,,,"1839,2051"
505,506,1982.0,a rabbit lifting a car,"rabbit, car",False,Unusual arrangements,lifting,,,,,,,"2052,1826"
506,507,1983.0,a dolphin riding a remote control,"dolphin, remote control",False,Unusual arrangements,riding,,,,,,,"2053,2054"
507,508,1984.0,a turtle bending a toothbrush,"turtle, toothbrush",False,Unusual arrangements,bending,,,,,,,"2055,1813"
508,509,1985.0,a bus wearing a tutu,"bus, tutu",False,Unusual arrangements,wearing,,,,,,,"1883,2056"
509,510,1986.0,a telescope sitting on a panda,"telescope, panda",False,Unusual arrangements,sitting,,,,,,,"2057,2058"
510,511,1987.0,a book eating a slice of pizza,"book, slice of pizza",False,Unusual arrangements,eating,,,,,,,"1924,2059"
511,512,1988.0,a cactus riding a roller coaster,"cactus, roller coaster",False,Unusual arrangements,riding,,,,,,,"1888,2060"
512,513,1989.0,a stone eating a salad,"stone, salad",False,Unusual arrangements,eating,,,,,,,"1852,2061"
513,514,1990.0,a tree playing soccer,"tree, soccer",False,Unusual arrangements,playing,,,,,,,"1835,2062"
514,515,1991.0,a cockroach using a spray bottle,"cockroach, spray bottle",False,Unusual arrangements,using,,,,,,,"2063,2064"
515,516,1992.0,a penguin sitting on a mouse,"penguin, mouse",False,Unusual arrangements,sitting,,,,,,,"2017,1858"
516,517,1993.0,a hippo sitting on a ballerina,"hippo, ballerina",False,Unusual arrangements,sitting,,,,,,,"2065,2066"
517,518,1994.0,a penguin using a pencil to write,"penguin, pencil",False,Unusual arrangements,using,,,,,,,"2017,1872"
518,519,1995.0,a kangaroo playing soccer,"kangaroo, soccer",False,Unusual arrangements,playing,,,,,,,"2034,2062"
519,520,1996.0,a remote control playing hockey,"remote control, hockey",False,Unusual arrangements,playing,,,,,,,"2054,2067"
520,521,1997.0,a kangaroo using a saw,"kangaroo, saw",False,Unusual arrangements,using,,,,,,,"2034,2068"
521,522,1998.0,a piano sitting on a bear,"piano, bear",False,Unusual arrangements,sitting,,,,,,,"2069,1891"
522,523,1999.0,a turtle blowing up a balloon,"turtle, balloon",False,Unusual arrangements,blowing up,,,,,,,"2055,1864"
523,524,2000.0,a knife playing the piano,"knife, piano",False,Unusual arrangements,playing,,,,,,,"1836,2069"
524,525,2001.0,a smartphone holding a wolf,"smartphone, wolf",False,Unusual arrangements,holding,,,,,,,"2070,2024"
525,526,2002.0,a squirrel using a telescope,"squirrel, telescope",False,Unusual arrangements,using,,,,,,,"2030,2057"
526,527,2003.0,a crocodile using a computer,"crocodile, computer",False,Unusual arrangements,using,,,,,,,"2050,2071"
527,528,2004.0,a flamingo playing baseball,"flamingo, baseball",False,Unusual arrangements,playing,,,,,,,"2043,2072"
528,529,2005.0,a wolf reading a book,"wolf, book",False,Unusual arrangements,reading,,,,,,,"2024,1924"
529,530,2006.0,a lion using a cucumber to write,"lion, cucumber",False,Unusual arrangements,using,,,,,,,"2073,2074"
530,531,2007.0,a rabbit jumping on a trampoline,"rabbit, trampoline",False,Unusual arrangements,jumping,,,,,,,"2052,2075"
531,532,2008.0,a scooter riding a tiger,"scooter, tiger",False,Unusual arrangements,riding,,,,,,,"2076,2077"
532,533,2009.0,a picture painting a penguin,"picture, penguin",False,Unusual arrangements,painting,,,,,,,"2078,2017"
533,534,2010.0,a piano playing a mouse,"piano, mouse",False,Unusual arrangements,playing,,,,,,,"2069,1858"
534,535,2011.0,a sandwich eating a raccoon,"sandwich, raccoon",False,Unusual arrangements,eating,,,,,,,"1939,2026"
535,536,2012.0,an ice cream eating a pillow,"ice cream, pillow",False,Unusual arrangements,eating,,,,,,,"1832,1816"
536,537,2013.0,a pencil using a sheep to draw,"pencil, sheep",False,Unusual arrangements,using,,,,,,,"1872,1824"
537,538,2014.0,a tomato playing tennis,"tomato, tennis",False,Unusual arrangements,playing,,,,,,,"2079,2080"
538,539,2015.0,a goblin brushing a dog,"goblin, dog",False,Unusual arrangements,brushing,,,,,,,"2081,1846"
539,540,2016.0,a chicken riding on a hamster,"chicken, hamster",False,Unusual arrangements,riding,,,,,,,"2038,2082"
540,541,2017.0,a horse riding on an astronaut,"horse, astronaut",False,Unusual arrangements,riding,,,,,,,"2048,2083"
541,542,2018.0,a pigeon stealing a monkey,"pigeon, monkey",False,Unusual arrangements,stealing,,,,,,,"2033,2084"
542,543,2019.0,a flamingo using a remote control,"flamingo, remote control",False,Unusual arrangements,using,,,,,,,"2043,2054"
543,544,2020.0,a pencil dancing on a rabbit,"pencil, rabbit",False,Unusual arrangements,dancing,,,,,,,"1872,2052"
544,545,2021.0,a pen eating a stapler,"bear, stapler",False,Unusual arrangements,eating,,,,,,,"1891,2085"
545,546,2022.0,a spray bottle throwing a rabbit,"spray bottle, rabbit",False,Unusual arrangements,throwing,,,,,,,"2064,2052"
546,547,2023.0,a burrito watching television,"burrito, television",False,Unusual arrangements,watching,,,,,,,"2086,2087"
547,548,2024.0,a fish riding a seagull,"fish, seagull",False,Unusual arrangements,riding,,,,,,,"1821,2005"
548,549,2025.0,a fly eating a frog,"fly, frog",False,Unusual arrangements,eating,,,,,,,"2088,2089"
549,550,2026.0,a boy hiding on a panda,"boy, panda",False,Unusual arrangements,hiding,,,,,,,"2090,2058"
550,551,2027.0,a soccer ball jumping on a horse,"soccer ball, horse",False,Unusual arrangements,jumping,,,,,,,"2091,2048"
551,552,2028.0,a man standing on a dog,"man, dog",False,Unusual arrangements,standing,,,,,,,"2092,1846"
552,553,2029.0,a chicken hunting a fox,"chicken, fox",False,Unusual arrangements,hunting,,,,,,,"2038,2037"
553,554,2030.0,a banana eating a monkey,"banana, monkey",False,Unusual arrangements,eating,,,,,,,"1863,2084"
554,555,2031.0,a remote control catching a fly,"remote control, fly",False,Unusual arrangements,catching,,,,,,,"2054,2088"
555,556,2032.0,a cup catching an elephant,"cup, elephant",False,Unusual arrangements,catching,,,,,,,"1885,1838"
556,557,2033.0,a lion taming a mouse,"lion, mouse",False,Unusual arrangements,taming,,,,,,,"2073,1858"
557,558,2034.0,a chicken holding an orchestra,"chicken, orchestra",False,Unusual arrangements,holding,,,,,,,"2038,2093"
558,559,2035.0,a bottle laying on a fox,"bottle, fox",False,Unusual arrangements,laying,,,,,,,"1934,2037"
559,560,2036.0,a unicycle riding a cow,"unicycle , cow",False,Unusual arrangements,riding,,,,,,,"2094,1889"
560,561,2037.0,a horse riding a tractor,"horse, tractor",False,Unusual arrangements,riding,,,,,,,"2048,2095"
561,562,2038.0,a chicken using a saw,"chicken, saw",False,Unusual arrangements,using,,,,,,,"2038,2068"
562,563,2039.0,a kite flying a bear,"kite, bear",False,Unusual arrangements,flying,,,,,,,"1896,1891"
563,564,2040.0,a table sitting on a cow,"table, cow",False,Unusual arrangements,sitting,,,,,,,"1952,1889"
564,565,2041.0,a squirrel hiding in a bottle,"squirrel, bottle",False,Unusual arrangements,hiding,,,,,,,"2030,1934"
565,566,2042.0,an elephant sleeping in a spoon,"elephant, spoon",False,Unusual arrangements,sleeping,,,,,,,"1838,1861"
566,567,2043.0,a raccoon hunting a princess,"raccoon, princess",False,Unusual arrangements,hunting,,,,,,,"2026,2096"
567,568,2044.0,a table standing on a giraffe,"table, giraffe",False,Unusual arrangements,standing,,,,,,,"1952,1865"
568,569,2045.0,a crown wearing a snake,"crown, snake",False,Unusual arrangements,wearing,,,,,,,"1878,1839"
569,570,2046.0,a teapot holding a kangaroo,"teapot, kangaroo",False,Unusual arrangements,holding,,,,,,,"2097,2034"
570,571,2047.0,a zebra riding a horse,"zebra, horse",False,Unusual arrangements,riding,,,,,,,"1904,2048"
571,572,2048.0,a screwdriver fixing a penguin,"screwdriver, penguin",False,Unusual arrangements,fixing,,,,,,,"1871,2017"
572,573,2049.0,a calculator showing a sheep,"calculator, sheep",False,Unusual arrangements,showing,,,,,,,"2098,1824"
573,574,2050.0,a smartphone showing a stone,"smartphone, stone",False,Unusual arrangements,showing,,,,,,,"2070,1852"
574,575,2051.0,a hammer throwing a penguin,"hammer, penguin",False,Unusual arrangements,throwing,,,,,,,"2099,2017"
575,576,2052.0,a flamingo using a brush to paint,"flamingo, brush",False,Unusual arrangements,using,,,,,,,"2043,2100"
576,577,2053.0,a hat wearing an elephant,"hat, elephant",False,Unusual arrangements,wearing,,,,,,,"2003,1838"
577,578,2054.0,a disco ball dancing on a flamingo,"disco ball, flamingo",False,Unusual arrangements,dancing,,,,,,,"2101,2043"
578,579,2055.0,a skateboard riding a fox,"skateboard, fox",False,Unusual arrangements,riding,,,,,,,"1899,2037"
579,580,2056.0,a hot dog sitting on a dachshund,"hot dog, dachshund",False,Unusual arrangements,sitting,,,,,,,"1916,2102"
580,581,2057.0,a plane jumping on a squirrel,"plane, squirrel",False,Unusual arrangements,jumping,,,,,,,"2103,2030"
581,582,2058.0,a microscope hitting a nail,"microscope, nail",False,Unusual arrangements,hitting,,,,,,,"2104,2105"
582,583,2059.0,a turtle jumping over a fox,"turtle, fox",False,Unusual arrangements,jumping,,,,,,,"2055,2037"
583,584,2060.0,a snake running from a mouse,"snake, mouse",False,Unusual arrangements,running,,,,,,,"1839,1858"
584,585,2061.0,a bowl of ice cream hunting a bear,"bowl of ice cream, bear",False,Unusual arrangements,hunting,,,,,,,"2106,1891"
585,586,2062.0,a ketchup bottle riding a gorilla,"ketchup bottle, gorilla",False,Unusual arrangements,riding,,,,,,,"2107,1856"
586,587,2063.0,an umbrella holding a squirrel,"umbrella, squirrel",False,Unusual arrangements,holding,,,,,,,"1907,2030"
587,588,2064.0,a diploma receiving a student,"diploma, student",False,Unusual arrangements,receiving,,,,,,,"2108,2109"
588,589,2065.0,a bike riding an eagle,"bike, eagle",False,Unusual arrangements,riding,,,,,,,"2110,2028"
589,590,2066.0,a skateboard riding a monkey,"skateboard, monkey",False,Unusual arrangements,riding,,,,,,,"1899,2084"
590,591,2067.0,a hat wearing a dog,"hat, dog",False,Unusual arrangements,wearing,,,,,,,"2003,1846"
591,592,2068.0,a car driving a cat,"car, cat",False,Unusual arrangements,driving,,,,,,,"1826,1847"
592,593,2069.0,a ship jumping on a parrot,"ship, parrot",False,Unusual arrangements,jumping,,,,,,,"2111,2012"
593,594,2070.0,a bicycle riding a bird,"bicycle, bird",False,Unusual arrangements,riding,,,,,,,"1880,1837"
594,595,2071.0,a dollar bill holding a penguin,"dollar bill, penguin",False,Unusual arrangements,holding,,,,,,,"2112,2017"
595,596,2072.0,a whisk using a monkey to cook,"whisk, monkey",False,Unusual arrangements,using,,,,,,,"2113,2084"
596,597,2073.0,a pizza chasing a trash can,"pizza, trash can",False,Unusual arrangements,chasing,,,,,,,"1930,2114"
597,598,2074.0,a flashlight drinking a beer,"flashlight, beer",False,Unusual arrangements,drinking,,,,,,,"1812,2115"
598,599,2075.0,a donut holding a frog,"donut, frog",False,Unusual arrangements,holding,,,,,,,"1927,2089"
599,600,2076.0,a chicken dancing on a lion,"chicken, lion",False,Unusual arrangements,dancing,,,,,,,"2038,2073"
600,601,2078.0,A horse with a yellow saddle,horse,False,Compositional characteristics,yellow saddle,,,,,,,2048
601,602,2079.0,A spider with white legs,spider,False,Compositional characteristics,white legs,,,,,,,1843
602,603,2080.0,A clock with golden hands,clock,False,Compositional characteristics,golden hands,,,,,,,1875
603,604,2081.0,A chair with a wooden seat,chair,False,Compositional characteristics,wooden seat,,,,,,,1894
604,605,2082.0,A cup with a blue design,cup,False,Compositional characteristics,blue design,,,,,,,1885
605,606,2083.0,A car with a black spoiler,car,False,Compositional characteristics,black spoiler,,,,,,,1826
606,607,2084.0,A car with golden wheels,car,False,Compositional characteristics,golden wheels,,,,,,,1826
607,608,2085.0,A butterfly with red wings,butterfly,False,Compositional characteristics,red wings,,,,,,,1859
608,609,2086.0,A dragon with yellow tail,dragon,False,Compositional characteristics,yellow tail,,,,,,,1862
609,610,2087.0,A cat with yellow eyes,cat,False,Compositional characteristics,yellow eyes,,,,,,,1847
610,611,2088.0,A bird with a blue tail,bird,False,Compositional characteristics,blue tail,,,,,,,1837
611,612,2089.0,A flower with a green petals,flower,False,Compositional characteristics,green petals,,,,,,,1986
612,613,2090.0,A fish with black fins,fish,False,Compositional characteristics,black fins,,,,,,,1821
613,614,2091.0,A table with a metal legs,table,False,Compositional characteristics,metal legs,,,,,,,1952
614,615,2092.0,A puppy with white paws,puppy,False,Compositional characteristics,white paws,,,,,,,2116
615,616,2093.0,A tree with red fruit,tree,False,Compositional characteristics,red fruit,,,,,,,1835
616,617,2094.0,A bear with a white belly,bear,False,Compositional characteristics,white belly,,,,,,,1891
617,618,2095.0,A fox with white fur,fox,False,Compositional characteristics,white fur,,,,,,,2037
618,619,2096.0,A pen with transparent barrel,pen,False,Compositional characteristics,transparent barrel,,,,,,,2000
619,620,2097.0,A lizard with blue scales,lizard,False,Compositional characteristics,blue scales,,,,,,,2117
620,621,2098.0,A candle with a pink flame,candle,False,Compositional characteristics,pink flame,,,,,,,1877
621,622,2099.0,A tree with blue leaves,tree,False,Compositional characteristics,blue leaves,,,,,,,1835
622,623,2100.0,A book with a newspaper cover,book,False,Compositional characteristics,newspaper cover,,,,,,,1924
623,624,2101.0,A cow with a yellow spotted coat,cow,False,Compositional characteristics,yellow spotted coat,,,,,,,1889
624,625,2102.0,A bird with a curved beak,bird,False,Compositional characteristics,curved beak,,,,,,,1837
625,626,2103.0,A dragon with shiny claws,dragon,False,Compositional characteristics,shiny claws,,,,,,,1862
626,627,2104.0,A goat with dirty fur,goat,False,Compositional characteristics,dirty fur,,,,,,,1995
627,628,2105.0,A cup with a green handle,cup,False,Compositional characteristics,green handle,,,,,,,1885
628,629,2106.0,A bird with a bue head,bird,False,Compositional characteristics,blue head,,,,,,,1837
629,630,2107.0,A cat with blue eyes,cat,False,Compositional characteristics,blue eyes,,,,,,,1847
630,631,2108.0,A dragon with a black tail,dragon,False,Compositional characteristics,black tail,,,,,,,1862
631,632,2109.0,A clock with a wooden frame,clock,False,Compositional characteristics,wooden frame,,,,,,,1875
632,633,2110.0,A chair with a velvet seat,chair,False,Compositional characteristics,velvet seat,,,,,,,1894
633,634,2111.0,A beaver with white fur,beaver,False,Compositional characteristics,white fur,,,,,,,1999
634,635,2112.0,A horse with a pink mane,horse,False,Compositional characteristics,pink mane,,,,,,,2048
635,636,2113.0,A mountain with a snowy peak,mountain,False,Compositional characteristics,snowy peak,,,,,,,1868
636,637,2114.0,A rabbit with long ears,rabbit,False,Compositional characteristics,long ears,,,,,,,2052
637,638,2115.0,A cow with short legs,cow,False,Compositional characteristics,short legs,,,,,,,1889
638,639,2116.0,A car with a shiny finish,car,False,Compositional characteristics,shiny finish,,,,,,,1826
639,640,2117.0,A street of food shops,street,False,Compositional characteristics,food shops,,,,,,,1951
640,641,2118.0,A table with a polished surface,table,False,Compositional characteristics,polished surface,,,,,,,1952
641,642,2119.0,A mouse with a red ear,mouse,False,Compositional characteristics,red ear,,,,,,,1858
642,643,2120.0,A sofa with white cushions,sofa,False,Compositional characteristics,white cushions,,,,,,,2118
643,644,2121.0,A horse with short legs,horse,False,Compositional characteristics,short legs,,,,,,,2048
644,645,2122.0,A butterfly with an orange body,butterfly,False,Compositional characteristics,orange  body,,,,,,,1859
645,646,2123.0,A mountain with a pine forest,mountain,False,Compositional characteristics,pine forest,,,,,,,1868
646,647,2124.0,A tree with white branches,tree,False,Compositional characteristics,white branches,,,,,,,1835
647,648,2125.0,A squirrel with a pink tail,squirrel,False,Compositional characteristics,pink tail,,,,,,,2030
648,649,2126.0,A bear with a spotted fur,bear,False,Compositional characteristics,spotted fur,,,,,,,1891
649,650,2127.0,A fish with small spots,fish,False,Compositional characteristics,small spots,,,,,,,1821
650,651,2128.0,A squirrel with a bushy tail,squirrel,False,Compositional characteristics,bushy tail,,,,,,,2030
651,652,2129.0,A rabbit with a black spot,rabbit,False,Compositional characteristics,black spot,,,,,,,2052
652,653,2130.0,A bird with a grey tail,bird,False,Compositional characteristics,grey tail,,,,,,,1837
653,654,2131.0,A shoe with a purple sole,shoe,False,Compositional characteristics,purple sole,,,,,,,1991
654,655,2132.0,A goat with a blue eyes,goat,False,Compositional characteristics,blue eyes,,,,,,,1995
655,656,2133.0,A flower with an orange stigma,flower,False,Compositional characteristics,orange stigma,,,,,,,1986
656,657,2134.0,A fish with shiny scales,fish,False,Compositional characteristics,shiny scales,,,,,,,1821
657,658,2135.0,A moose with small antlers,moose,False,Compositional characteristics,small antlers,,,,,,,2019
658,659,2136.0,A book with a worn cover,book,False,Compositional characteristics,worn cover,,,,,,,1924
659,660,2137.0,A room with a large window,room,False,Compositional characteristics,large window,,,,,,,1948
660,661,2138.0,A laptop with a green cover,laptop,False,Compositional characteristics,green cover,,,,,,,1935
661,662,2139.0,A lizard with blue scales,lizard,False,Compositional characteristics,blue scales,,,,,,,2117
662,663,2140.0,A dragon with green flames,dragon,False,Compositional characteristics,green flames,,,,,,,1862
663,664,2141.0,A bird with white wings,bird,False,Compositional characteristics,white wings,,,,,,,1837
664,665,2142.0,A pencil with a bright orange lead,pencil,False,Compositional characteristics,bright orange lead,,,,,,,1872
665,666,2143.0,A cat with an orange collar,cat,False,Compositional characteristics,orange collar,,,,,,,1847
666,667,2144.0,A tree with a dense canopy,tree,False,Compositional characteristics,dense canopy,,,,,,,1835
667,668,2145.0,A bird with long talons,bird,False,Compositional characteristics,long talons,,,,,,,1837
668,669,2146.0,A ferret with a white face,ferret,False,Compositional characteristics,white face,,,,,,,2011
669,670,2147.0,A bush with orange fruit,bush,False,Compositional characteristics,orange fruit,,,,,,,2119
670,671,2148.0,A plate with a golden rim,plate,False,Compositional characteristics,golden rim,,,,,,,1976
671,672,2149.0,A dragon with an orange face,dragon,False,Compositional characteristics,orange face,,,,,,,1862
672,673,2150.0,A bird with a pink beak,bird,False,Compositional characteristics,pink beak,,,,,,,1837
673,674,2151.0,A snake with white scales,snake,False,Compositional characteristics,white scales,,,,,,,1839
674,675,2152.0,A motorcycle with a blue seat,motorcycle,False,Compositional characteristics,blue seat,,,,,,,1911
675,676,2153.0,A lizard with black legs,lizard,False,Compositional characteristics,black legs,,,,,,,2117
676,677,2154.0,A butterfly with pink wings,butterfly,False,Compositional characteristics,pink wings,,,,,,,1859
677,678,2155.0,A rabbit with a hairless tail,rabbit,False,Compositional characteristics,hairless tail,,,,,,,2052
678,679,2156.0,A door with a metal knocker,door,False,Compositional characteristics,metal knocker,,,,,,,1963
679,680,2157.0,A goat with brown horns,goat,False,Compositional characteristics,brown horns,,,,,,,1995
680,681,2158.0,A squirrel with green fur,squirrel,False,Compositional characteristics,green fur,,,,,,,2030
681,682,2159.0,A plant with orange flowers,plant,False,Compositional characteristics,orange flowers,,,,,,,2120
682,683,2160.0,A crocodile with an open mouth,crocodile,False,Compositional characteristics,open mouth,,,,,,,2050
683,684,2161.0,A bed with golden headboard,bed,False,Compositional characteristics,golden headboard,,,,,,,1938
684,685,2162.0,A bicycle with glittering handlebars,bicycle,False,Compositional characteristics,glittering handlebars,,,,,,,1880
685,686,2163.0,A dog with a curled tail,dog,False,Compositional characteristics,curled tail,,,,,,,1846
686,687,2164.0,A pillow with a leather cover,pillow,False,Compositional characteristics,leather cover,,,,,,,1816
687,688,2165.0,A lamp with a glass shade,lamp,False,Compositional characteristics,glass shade,,,,,,,1811
688,689,2166.0,A pirate with a metal claw,pirate,False,Compositional characteristics,metal claw,,,,,,,2121
689,690,2167.0,A cage with thin bars,cage,False,Compositional characteristics,thin bars,,,,,,,2122
690,691,2169.0,A girl with purple eyes,girl,False,Compositional characteristics,purple eyes,,,,,,,2123
691,692,2170.0,A blanket with a damask pattern,blanket,False,Compositional characteristics,damask pattern,,,,,,,1802
692,693,2171.0,A mountain with a jagged peak,mountain,False,Compositional characteristics,jagged peak,,,,,,,1868
693,694,2172.0,A boy with long hair,boy,False,Compositional characteristics,long hair,,,,,,,2090
694,695,2173.0,A man with a red nose,man,False,Compositional characteristics,red nose,,,,,,,2092
695,696,2174.0,An officer in a blue uniform,officer,False,Compositional characteristics,blue uniform,,,,,,,2124
696,697,2175.0,A wall with lettering graffiti,wall,False,Compositional characteristics,lettering graffiti,,,,,,,2125
697,698,2176.0,A tree with twisted branches,tree,False,Compositional characteristics,twisted branches,,,,,,,1835
698,699,2177.0,A cake with green icing,cake,False,Compositional characteristics,green icing,,,,,,,1892
699,700,2178.0,A cookie with colourful chips,cookie,False,Compositional characteristics,colourful chips,,,,,,,2126
700,701,2179.0,a rabbit with the antlers of a moose,"rabbit, moose",False,Chimeras,,,,,2.0,,,"2052,2019"
701,702,2180.0,a horse with the tail of a lion,"horse, lion",False,Chimeras,,,,,2.0,,,"2048,2073"
702,703,2181.0,a skunk with the wings of a dragon,"skunk, dragon",False,Chimeras,,,,,2.0,,,"2001,1862"
703,704,2182.0,a wolf with the tusks of a walrus,wolf walrus,False,Chimeras,,,,,2.0,,,2127
