File_name,Prompt_no,Task,Score,Dashboard_version,Algorithm
p1824_1_v0.0.5_pd230208.png,1824,Single object,True,v0.0.5_pd230228,SD2.1
p2290_1_v0.0.5_pd230208.png,2290,Single object,False,v0.0.5_pd230228,SD2.1
p94_1_v0.0.5_pd230208.png,94,Conditional generation,False,v0.0.5_pd230228,SD2.1
p159_1_v0.0.5_pd230208.png,159,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2019_1_v0.0.5_pd230208.png,2019,Single object,True,v0.0.5_pd230228,SD2.1
p1949_1_v0.0.5_pd230208.png,1949,Single object,True,v0.0.5_pd230228,SD2.1
p1927_1_v0.0.5_pd230208.png,1927,Single object,True,v0.0.5_pd230228,SD2.1
p2077_1_v0.0.5_pd230208.png,2077,Single object,True,v0.0.5_pd230228,SD2.1
p1991_1_v0.0.5_pd230208.png,1991,Single object,True,v0.0.5_pd230228,SD2.1
p2083_1_v0.0.5_pd230208.png,2083,Single object,True,v0.0.5_pd230228,SD2.1
p1965_1_v0.0.5_pd230208.png,1965,Single object,True,v0.0.5_pd230228,SD2.1
p1808_1_v0.0.5_pd230208.png,1808,Single object,True,v0.0.5_pd230228,SD2.1
p2158_1_v0.0.5_pd230208.png,2158,Single object,True,v0.0.5_pd230228,SD2.1
p2035_1_v0.0.5_pd230208.png,2035,Single object,True,v0.0.5_pd230228,SD2.1
p175_1_v0.0.5_pd230208.png,175,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p291_1_v0.0.5_pd230208.png,291,Negation,False,v0.0.5_pd230228,SD2.1
p2136_1_v0.0.5_pd230208.png,2136,Single object,True,v0.0.5_pd230228,SD2.1
p1866_1_v0.0.5_pd230208.png,1866,Single object,True,v0.0.5_pd230228,SD2.1
p227_1_v0.0.5_pd230208.png,227,Negation,False,v0.0.5_pd230228,SD2.1
p249_1_v0.0.5_pd230208.png,249,Negation,False,v0.0.5_pd230228,SD2.1
p2264_1_v0.0.5_pd230208.png,2264,Single object,True,v0.0.5_pd230228,SD2.1
p60_1_v0.0.5_pd230208.png,60,Conditional generation,False,v0.0.5_pd230228,SD2.1
p2180_1_v0.0.5_pd230208.png,2180,Single object,True,v0.0.5_pd230228,SD2.1
p2272_1_v0.0.5_pd230208.png,2272,Single object,True,v0.0.5_pd230228,SD2.1
p2196_1_v0.0.5_pd230208.png,2196,Single object,True,v0.0.5_pd230228,SD2.1
p76_1_v0.0.5_pd230208.png,76,Conditional generation,False,v0.0.5_pd230228,SD2.1
p231_1_v0.0.5_pd230208.png,231,Negation,True,v0.0.5_pd230228,SD2.1
p1870_1_v0.0.5_pd230208.png,1870,Single object,True,v0.0.5_pd230228,SD2.1
p2120_1_v0.0.5_pd230208.png,2120,Single object,False,v0.0.5_pd230228,SD2.1
p163_1_v0.0.5_pd230208.png,163,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p287_1_v0.0.5_pd230208.png,287,Negation,False,v0.0.5_pd230228,SD2.1
p2095_1_v0.0.5_pd230208.png,2095,Single object,True,v0.0.5_pd230228,SD2.1
p2023_1_v0.0.5_pd230208.png,2023,Single object,True,v0.0.5_pd230228,SD2.1
p1973_1_v0.0.5_pd230208.png,1973,Single object,False,v0.0.5_pd230228,SD2.1
p2130_1_v0.0.5_pd230208.png,2130,Single object,False,v0.0.5_pd230228,SD2.1
p297_1_v0.0.5_pd230208.png,297,Negation,False,v0.0.5_pd230228,SD2.1
p1860_1_v0.0.5_pd230208.png,1860,Single object,True,v0.0.5_pd230228,SD2.1
p173_1_v0.0.5_pd230208.png,173,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2186_1_v0.0.5_pd230208.png,2186,Single object,True,v0.0.5_pd230228,SD2.1
p2262_1_v0.0.5_pd230208.png,2262,Single object,True,v0.0.5_pd230228,SD2.1
p221_1_v0.0.5_pd230208.png,221,Negation,False,v0.0.5_pd230228,SD2.1
p2085_1_v0.0.5_pd230208.png,2085,Single object,True,v0.0.5_pd230228,SD2.1
p2033_1_v0.0.5_pd230208.png,2033,Single object,True,v0.0.5_pd230228,SD2.1
p1963_1_v0.0.5_pd230208.png,1963,Single object,False,v0.0.5_pd230228,SD2.1
p1975_1_v0.0.5_pd230208.png,1975,Single object,True,v0.0.5_pd230228,SD2.1
p2025_1_v0.0.5_pd230208.png,2025,Single object,True,v0.0.5_pd230228,SD2.1
p2093_1_v0.0.5_pd230208.png,2093,Single object,True,v0.0.5_pd230228,SD2.1
p237_1_v0.0.5_pd230208.png,237,Negation,False,v0.0.5_pd230228,SD2.1
p259_1_v0.0.5_pd230208.png,259,Negation,False,v0.0.5_pd230228,SD2.1
p2190_1_v0.0.5_pd230208.png,2190,Single object,True,v0.0.5_pd230228,SD2.1
p2274_1_v0.0.5_pd230208.png,2274,Single object,False,v0.0.5_pd230228,SD2.1
p2148_1_v0.0.5_pd230208.png,2148,Single object,True,v0.0.5_pd230228,SD2.1
p1818_1_v0.0.5_pd230208.png,1818,Single object,True,v0.0.5_pd230228,SD2.1
p281_1_v0.0.5_pd230208.png,281,Negation,False,v0.0.5_pd230228,SD2.1
p2126_1_v0.0.5_pd230208.png,2126,Single object,True,v0.0.5_pd230228,SD2.1
p1876_1_v0.0.5_pd230208.png,1876,Single object,True,v0.0.5_pd230228,SD2.1
p165_1_v0.0.5_pd230208.png,165,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p127_1_v0.0.5_pd230208.png,127,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2280_1_v0.0.5_pd230208.png,2280,Single object,False,v0.0.5_pd230228,SD2.1
p1834_1_v0.0.5_pd230208.png,1834,Single object,True,v0.0.5_pd230228,SD2.1
p2164_1_v0.0.5_pd230208.png,2164,Single object,True,v0.0.5_pd230228,SD2.1
p3_1_v0.0.5_pd230208.png,3,Conditional generation,True,v0.0.5_pd230228,SD2.1
p149_1_v0.0.5_pd230208.png,149,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p84_1_v0.0.5_pd230208.png,84,Conditional generation,False,v0.0.5_pd230228,SD2.1
p191_1_v0.0.5_pd230208.png,191,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p275_1_v0.0.5_pd230208.png,275,Negation,False,v0.0.5_pd230228,SD2.1
p2258_1_v0.0.5_pd230208.png,2258,Single object,True,v0.0.5_pd230228,SD2.1
p32_1_v0.0.5_pd230208.png,32,Conditional generation,False,v0.0.5_pd230228,SD2.1
p1882_1_v0.0.5_pd230208.png,1882,Single object,True,v0.0.5_pd230228,SD2.1
p2236_1_v0.0.5_pd230208.png,2236,Single object,False,v0.0.5_pd230228,SD2.1
p1959_1_v0.0.5_pd230208.png,1959,Single object,True,v0.0.5_pd230228,SD2.1
p2009_1_v0.0.5_pd230208.png,2009,Single object,True,v0.0.5_pd230228,SD2.1
p1981_1_v0.0.5_pd230208.png,1981,Single object,True,v0.0.5_pd230228,SD2.1
p1937_1_v0.0.5_pd230208.png,1937,Single object,True,v0.0.5_pd230228,SD2.1
p2067_1_v0.0.5_pd230208.png,2067,Single object,True,v0.0.5_pd230228,SD2.1
p1921_1_v0.0.5_pd230208.png,1921,Single object,True,v0.0.5_pd230228,SD2.1
p1997_1_v0.0.5_pd230208.png,1997,Single object,True,v0.0.5_pd230228,SD2.1
p2071_1_v0.0.5_pd230208.png,2071,Single object,True,v0.0.5_pd230228,SD2.1
p1894_1_v0.0.5_pd230208.png,1894,Single object,True,v0.0.5_pd230228,SD2.1
p2220_1_v0.0.5_pd230208.png,2220,Single object,True,v0.0.5_pd230228,SD2.1
p24_1_v0.0.5_pd230208.png,24,Conditional generation,True,v0.0.5_pd230228,SD2.1
p263_1_v0.0.5_pd230208.png,263,Negation,False,v0.0.5_pd230228,SD2.1
p2296_1_v0.0.5_pd230208.png,2296,Single object,True,v0.0.5_pd230228,SD2.1
p187_1_v0.0.5_pd230208.png,187,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p92_1_v0.0.5_pd230208.png,92,Conditional generation,True,v0.0.5_pd230228,SD2.1
p1822_1_v0.0.5_pd230208.png,1822,Single object,True,v0.0.5_pd230228,SD2.1
p2172_1_v0.0.5_pd230208.png,2172,Single object,True,v0.0.5_pd230228,SD2.1
p131_1_v0.0.5_pd230208.png,131,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p289_1_v0.0.5_pd230208.png,289,Negation,True,v0.0.5_pd230228,SD2.1
p2140_1_v0.0.5_pd230208.png,2140,Single object,True,v0.0.5_pd230228,SD2.1
p1810_1_v0.0.5_pd230208.png,1810,Single object,True,v0.0.5_pd230228,SD2.1
p2212_1_v0.0.5_pd230208.png,2212,Single object,True,v0.0.5_pd230228,SD2.1
p103_1_v0.0.5_pd230208.png,103,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2198_1_v0.0.5_pd230208.png,2198,Single object,True,v0.0.5_pd230228,SD2.1
p16_1_v0.0.5_pd230208.png,16,Conditional generation,False,v0.0.5_pd230228,SD2.1
p251_1_v0.0.5_pd230208.png,251,Negation,False,v0.0.5_pd230228,SD2.1
p78_1_v0.0.5_pd230208.png,78,Conditional generation,True,v0.0.5_pd230228,SD2.1
p2043_1_v0.0.5_pd230208.png,2043,Single object,True,v0.0.5_pd230228,SD2.1
p1913_1_v0.0.5_pd230208.png,1913,Single object,True,v0.0.5_pd230228,SD2.1
p2055_1_v0.0.5_pd230208.png,2055,Single object,True,v0.0.5_pd230228,SD2.1
p1905_1_v0.0.5_pd230208.png,1905,Single object,True,v0.0.5_pd230228,SD2.1
p247_1_v0.0.5_pd230208.png,247,Negation,False,v0.0.5_pd230228,SD2.1
p229_1_v0.0.5_pd230208.png,229,Negation,False,v0.0.5_pd230228,SD2.1
p2204_1_v0.0.5_pd230208.png,2204,Single object,True,v0.0.5_pd230228,SD2.1
p2138_1_v0.0.5_pd230208.png,2138,Single object,True,v0.0.5_pd230228,SD2.1
p115_1_v0.0.5_pd230208.png,115,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2156_1_v0.0.5_pd230208.png,2156,Single object,True,v0.0.5_pd230228,SD2.1
p1868_1_v0.0.5_pd230208.png,1868,Single object,True,v0.0.5_pd230228,SD2.1
p1806_1_v0.0.5_pd230208.png,1806,Single object,False,v0.0.5_pd230228,SD2.1
p157_1_v0.0.5_pd230208.png,157,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p139_1_v0.0.5_pd230208.png,139,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p1844_1_v0.0.5_pd230208.png,1844,Single object,True,v0.0.5_pd230228,SD2.1
p2114_1_v0.0.5_pd230208.png,2114,Single object,True,v0.0.5_pd230228,SD2.1
p205_1_v0.0.5_pd230208.png,205,Negation,False,v0.0.5_pd230228,SD2.1
p2228_1_v0.0.5_pd230208.png,2228,Single object,True,v0.0.5_pd230228,SD2.1
p42_1_v0.0.5_pd230208.png,42,Conditional generation,False,v0.0.5_pd230228,SD2.1
p1929_1_v0.0.5_pd230208.png,1929,Single object,True,v0.0.5_pd230228,SD2.1
p2246_1_v0.0.5_pd230208.png,2246,Single object,False,v0.0.5_pd230228,SD2.1
p2079_1_v0.0.5_pd230208.png,2079,Single object,False,v0.0.5_pd230228,SD2.1
p1947_1_v0.0.5_pd230208.png,1947,Single object,True,v0.0.5_pd230228,SD2.1
p2017_1_v0.0.5_pd230208.png,2017,Single object,True,v0.0.5_pd230228,SD2.1
p1951_1_v0.0.5_pd230208.png,1951,Single object,False,v0.0.5_pd230228,SD2.1
p2001_1_v0.0.5_pd230208.png,2001,Single object,True,v0.0.5_pd230228,SD2.1
p1989_1_v0.0.5_pd230208.png,1989,Single object,True,v0.0.5_pd230228,SD2.1
p2250_1_v0.0.5_pd230208.png,2250,Single object,True,v0.0.5_pd230228,SD2.1
p199_1_v0.0.5_pd230208.png,199,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p54_1_v0.0.5_pd230208.png,54,Conditional generation,False,v0.0.5_pd230228,SD2.1
p213_1_v0.0.5_pd230208.png,213,Negation,False,v0.0.5_pd230228,SD2.1
p1852_1_v0.0.5_pd230208.png,1852,Single object,True,v0.0.5_pd230228,SD2.1
p2102_1_v0.0.5_pd230208.png,2102,Single object,True,v0.0.5_pd230228,SD2.1
p2288_1_v0.0.5_pd230208.png,2288,Single object,True,v0.0.5_pd230228,SD2.1
p219_1_v0.0.5_pd230208.png,219,Negation,False,v0.0.5_pd230228,SD2.1
p141_1_v0.0.5_pd230208.png,141,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p30_1_v0.0.5_pd230208.png,30,Conditional generation,False,v0.0.5_pd230228,SD2.1
p277_1_v0.0.5_pd230208.png,277,Negation,False,v0.0.5_pd230228,SD2.1
p1880_1_v0.0.5_pd230208.png,1880,Single object,True,v0.0.5_pd230228,SD2.1
p2234_1_v0.0.5_pd230208.png,2234,Single object,True,v0.0.5_pd230228,SD2.1
p193_1_v0.0.5_pd230208.png,193,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2166_1_v0.0.5_pd230208.png,2166,Single object,True,v0.0.5_pd230228,SD2.1
p1_1_v0.0.5_pd230208.png,1,Conditional generation,False,v0.0.5_pd230228,SD2.1
p2282_1_v0.0.5_pd230208.png,2282,Single object,False,v0.0.5_pd230228,SD2.1
p1836_1_v0.0.5_pd230208.png,1836,Single object,True,v0.0.5_pd230228,SD2.1
p86_1_v0.0.5_pd230208.png,86,Conditional generation,False,v0.0.5_pd230228,SD2.1
p2108_1_v0.0.5_pd230208.png,2108,Single object,True,v0.0.5_pd230228,SD2.1
p1858_1_v0.0.5_pd230208.png,1858,Single object,True,v0.0.5_pd230228,SD2.1
p125_1_v0.0.5_pd230208.png,125,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2065_1_v0.0.5_pd230208.png,2065,Single object,True,v0.0.5_pd230228,SD2.1
p1935_1_v0.0.5_pd230208.png,1935,Single object,True,v0.0.5_pd230228,SD2.1
p1983_1_v0.0.5_pd230208.png,1983,Single object,True,v0.0.5_pd230228,SD2.1
p1995_1_v0.0.5_pd230208.png,1995,Single object,True,v0.0.5_pd230228,SD2.1
p2073_1_v0.0.5_pd230208.png,2073,Single object,True,v0.0.5_pd230228,SD2.1
p133_1_v0.0.5_pd230208.png,133,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p1923_1_v0.0.5_pd230208.png,1923,Single object,True,v0.0.5_pd230228,SD2.1
p90_1_v0.0.5_pd230208.png,90,Conditional generation,True,v0.0.5_pd230228,SD2.1
p2170_1_v0.0.5_pd230208.png,2170,Single object,True,v0.0.5_pd230228,SD2.1
p2294_1_v0.0.5_pd230208.png,2294,Single object,True,v0.0.5_pd230228,SD2.1
p1820_1_v0.0.5_pd230208.png,1820,Single object,False,v0.0.5_pd230228,SD2.1
p48_1_v0.0.5_pd230208.png,48,Conditional generation,True,v0.0.5_pd230228,SD2.1
p261_1_v0.0.5_pd230208.png,261,Negation,True,v0.0.5_pd230228,SD2.1
p185_1_v0.0.5_pd230208.png,185,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2222_1_v0.0.5_pd230208.png,2222,Single object,True,v0.0.5_pd230228,SD2.1
p1896_1_v0.0.5_pd230208.png,1896,Single object,True,v0.0.5_pd230228,SD2.1
p2260_1_v0.0.5_pd230208.png,2260,Single object,True,v0.0.5_pd230228,SD2.1
p2184_1_v0.0.5_pd230208.png,2184,Single object,True,v0.0.5_pd230228,SD2.1
p223_1_v0.0.5_pd230208.png,223,Negation,True,v0.0.5_pd230228,SD2.1
p295_1_v0.0.5_pd230208.png,295,Negation,False,v0.0.5_pd230228,SD2.1
p64_1_v0.0.5_pd230208.png,64,Conditional generation,False,v0.0.5_pd230228,SD2.1
p171_1_v0.0.5_pd230208.png,171,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p1862_1_v0.0.5_pd230208.png,1862,Single object,True,v0.0.5_pd230228,SD2.1
p2132_1_v0.0.5_pd230208.png,2132,Single object,True,v0.0.5_pd230228,SD2.1
p1961_1_v0.0.5_pd230208.png,1961,Single object,True,v0.0.5_pd230228,SD2.1
p2031_1_v0.0.5_pd230208.png,2031,Single object,True,v0.0.5_pd230228,SD2.1
p2087_1_v0.0.5_pd230208.png,2087,Single object,True,v0.0.5_pd230228,SD2.1
p1977_1_v0.0.5_pd230208.png,1977,Single object,True,v0.0.5_pd230228,SD2.1
p2091_1_v0.0.5_pd230208.png,2091,Single object,True,v0.0.5_pd230228,SD2.1
p2027_1_v0.0.5_pd230208.png,2027,Single object,False,v0.0.5_pd230228,SD2.1
p2049_1_v0.0.5_pd230208.png,2049,Single object,True,v0.0.5_pd230228,SD2.1
p1874_1_v0.0.5_pd230208.png,1874,Single object,True,v0.0.5_pd230228,SD2.1
p1919_1_v0.0.5_pd230208.png,1919,Single object,True,v0.0.5_pd230228,SD2.1
p2124_1_v0.0.5_pd230208.png,2124,Single object,True,v0.0.5_pd230228,SD2.1
p109_1_v0.0.5_pd230208.png,109,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p283_1_v0.0.5_pd230208.png,283,Negation,False,v0.0.5_pd230228,SD2.1
p167_1_v0.0.5_pd230208.png,167,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2192_1_v0.0.5_pd230208.png,2192,Single object,True,v0.0.5_pd230228,SD2.1
p2276_1_v0.0.5_pd230208.png,2276,Single object,True,v0.0.5_pd230228,SD2.1
p235_1_v0.0.5_pd230208.png,235,Negation,False,v0.0.5_pd230228,SD2.1
p269_1_v0.0.5_pd230208.png,269,Negation,False,v0.0.5_pd230228,SD2.1
p2218_1_v0.0.5_pd230208.png,2218,Single object,True,v0.0.5_pd230228,SD2.1
p2244_1_v0.0.5_pd230208.png,2244,Single object,True,v0.0.5_pd230228,SD2.1
p207_1_v0.0.5_pd230208.png,207,Negation,False,v0.0.5_pd230228,SD2.1
p2116_1_v0.0.5_pd230208.png,2116,Single object,True,v0.0.5_pd230228,SD2.1
p1846_1_v0.0.5_pd230208.png,1846,Single object,False,v0.0.5_pd230228,SD2.1
p2178_1_v0.0.5_pd230208.png,2178,Single object,True,v0.0.5_pd230228,SD2.1
p1828_1_v0.0.5_pd230208.png,1828,Single object,True,v0.0.5_pd230228,SD2.1
p155_1_v0.0.5_pd230208.png,155,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p98_1_v0.0.5_pd230208.png,98,Conditional generation,False,v0.0.5_pd230228,SD2.1
p2015_1_v0.0.5_pd230208.png,2015,Single object,True,v0.0.5_pd230228,SD2.1
p1945_1_v0.0.5_pd230208.png,1945,Single object,True,v0.0.5_pd230228,SD2.1
p2003_1_v0.0.5_pd230208.png,2003,Single object,True,v0.0.5_pd230228,SD2.1
p1953_1_v0.0.5_pd230208.png,1953,Single object,True,v0.0.5_pd230228,SD2.1
p143_1_v0.0.5_pd230208.png,143,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2100_1_v0.0.5_pd230208.png,2100,Single object,True,v0.0.5_pd230228,SD2.1
p1850_1_v0.0.5_pd230208.png,1850,Single object,True,v0.0.5_pd230228,SD2.1
p1888_1_v0.0.5_pd230208.png,1888,Single object,True,v0.0.5_pd230228,SD2.1
p211_1_v0.0.5_pd230208.png,211,Negation,False,v0.0.5_pd230228,SD2.1
p38_1_v0.0.5_pd230208.png,38,Conditional generation,False,v0.0.5_pd230228,SD2.1
p2252_1_v0.0.5_pd230208.png,2252,Single object,True,v0.0.5_pd230228,SD2.1
p253_1_v0.0.5_pd230208.png,253,Negation,False,v0.0.5_pd230228,SD2.1
p2210_1_v0.0.5_pd230208.png,2210,Single object,True,v0.0.5_pd230228,SD2.1
p101_1_v0.0.5_pd230208.png,101,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2142_1_v0.0.5_pd230208.png,2142,Single object,True,v0.0.5_pd230228,SD2.1
p1812_1_v0.0.5_pd230208.png,1812,Single object,True,v0.0.5_pd230228,SD2.1
p2041_1_v0.0.5_pd230208.png,2041,Single object,True,v0.0.5_pd230228,SD2.1
p2099_1_v0.0.5_pd230208.png,2099,Single object,False,v0.0.5_pd230228,SD2.1
p1911_1_v0.0.5_pd230208.png,1911,Single object,True,v0.0.5_pd230228,SD2.1
p1907_1_v0.0.5_pd230208.png,1907,Single object,True,v0.0.5_pd230228,SD2.1
p2057_1_v0.0.5_pd230208.png,2057,Single object,True,v0.0.5_pd230228,SD2.1
p2039_1_v0.0.5_pd230208.png,2039,Single object,True,v0.0.5_pd230228,SD2.1
p1969_1_v0.0.5_pd230208.png,1969,Single object,True,v0.0.5_pd230228,SD2.1
p2154_1_v0.0.5_pd230208.png,2154,Single object,True,v0.0.5_pd230228,SD2.1
p1804_1_v0.0.5_pd230208.png,1804,Single object,True,v0.0.5_pd230228,SD2.1
p179_1_v0.0.5_pd230208.png,179,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p117_1_v0.0.5_pd230208.png,117,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2206_1_v0.0.5_pd230208.png,2206,Single object,True,v0.0.5_pd230228,SD2.1
p245_1_v0.0.5_pd230208.png,245,Negation,False,v0.0.5_pd230228,SD2.1
p2268_1_v0.0.5_pd230208.png,2268,Single object,True,v0.0.5_pd230228,SD2.1
p2123_1_v0.0.5_pd230208.png,2123,Single object,False,v0.0.5_pd230228,SD2.1
p1873_1_v0.0.5_pd230208.png,1873,Single object,True,v0.0.5_pd230228,SD2.1
p284_1_v0.0.5_pd230208.png,284,Negation,False,v0.0.5_pd230228,SD2.1
p160_1_v0.0.5_pd230208.png,160,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p75_1_v0.0.5_pd230208.png,75,Conditional generation,True,v0.0.5_pd230228,SD2.1
p2195_1_v0.0.5_pd230208.png,2195,Single object,True,v0.0.5_pd230228,SD2.1
p2271_1_v0.0.5_pd230208.png,2271,Single object,True,v0.0.5_pd230228,SD2.1
p232_1_v0.0.5_pd230208.png,232,Negation,False,v0.0.5_pd230228,SD2.1
p2020_1_v0.0.5_pd230208.png,2020,Single object,True,v0.0.5_pd230228,SD2.1
p1970_1_v0.0.5_pd230208.png,1970,Single object,True,v0.0.5_pd230228,SD2.1
p2096_1_v0.0.5_pd230208.png,2096,Single object,True,v0.0.5_pd230228,SD2.1
p2058_1_v0.0.5_pd230208.png,2058,Single object,True,v0.0.5_pd230228,SD2.1
p1966_1_v0.0.5_pd230208.png,1966,Single object,True,v0.0.5_pd230228,SD2.1
p1908_1_v0.0.5_pd230208.png,1908,Single object,True,v0.0.5_pd230228,SD2.1
p2036_1_v0.0.5_pd230208.png,2036,Single object,True,v0.0.5_pd230228,SD2.1
p2080_1_v0.0.5_pd230208.png,2080,Single object,True,v0.0.5_pd230228,SD2.1
p2183_1_v0.0.5_pd230208.png,2183,Single object,True,v0.0.5_pd230228,SD2.1
p2209_1_v0.0.5_pd230208.png,2209,Single object,True,v0.0.5_pd230228,SD2.1
p224_1_v0.0.5_pd230208.png,224,Negation,False,v0.0.5_pd230228,SD2.1
p2267_1_v0.0.5_pd230208.png,2267,Single object,True,v0.0.5_pd230228,SD2.1
p292_1_v0.0.5_pd230208.png,292,Negation,False,v0.0.5_pd230228,SD2.1
p176_1_v0.0.5_pd230208.png,176,Simple arithmetic,True,v0.0.5_pd230228,SD2.1
p63_1_v0.0.5_pd230208.png,63,Conditional generation,False,v0.0.5_pd230228,SD2.1
p1865_1_v0.0.5_pd230208.png,1865,Single object,True,v0.0.5_pd230228,SD2.1
p118_1_v0.0.5_pd230208.png,118,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p134_1_v0.0.5_pd230208.png,134,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2135_1_v0.0.5_pd230208.png,2135,Single object,True,v0.0.5_pd230228,SD2.1
p2119_1_v0.0.5_pd230208.png,2119,Single object,False,v0.0.5_pd230228,SD2.1
p1849_1_v0.0.5_pd230208.png,1849,Single object,True,v0.0.5_pd230228,SD2.1
p97_1_v0.0.5_pd230208.png,97,Conditional generation,True,v0.0.5_pd230228,SD2.1
p1827_1_v0.0.5_pd230208.png,1827,Single object,True,v0.0.5_pd230228,SD2.1
p2293_1_v0.0.5_pd230208.png,2293,Single object,True,v0.0.5_pd230228,SD2.1
p2177_1_v0.0.5_pd230208.png,2177,Single object,True,v0.0.5_pd230228,SD2.1
p182_1_v0.0.5_pd230208.png,182,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p266_1_v0.0.5_pd230208.png,266,Negation,True,v0.0.5_pd230228,SD2.1
p2225_1_v0.0.5_pd230208.png,2225,Single object,False,v0.0.5_pd230228,SD2.1
p1891_1_v0.0.5_pd230208.png,1891,Single object,False,v0.0.5_pd230228,SD2.1
p208_1_v0.0.5_pd230208.png,208,Negation,True,v0.0.5_pd230228,SD2.1
p21_1_v0.0.5_pd230208.png,21,Conditional generation,False,v0.0.5_pd230228,SD2.1
p1992_1_v0.0.5_pd230208.png,1992,Single object,True,v0.0.5_pd230228,SD2.1
p1924_1_v0.0.5_pd230208.png,1924,Single object,True,v0.0.5_pd230228,SD2.1
p1932_1_v0.0.5_pd230208.png,1932,Single object,True,v0.0.5_pd230228,SD2.1
p2062_1_v0.0.5_pd230208.png,2062,Single object,True,v0.0.5_pd230228,SD2.1
p2074_1_v0.0.5_pd230208.png,2074,Single object,True,v0.0.5_pd230228,SD2.1
p1984_1_v0.0.5_pd230208.png,1984,Single object,True,v0.0.5_pd230228,SD2.1
p2233_1_v0.0.5_pd230208.png,2233,Single object,True,v0.0.5_pd230228,SD2.1
p1887_1_v0.0.5_pd230208.png,1887,Single object,False,v0.0.5_pd230228,SD2.1
p194_1_v0.0.5_pd230208.png,194,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p59_1_v0.0.5_pd230208.png,59,Conditional generation,False,v0.0.5_pd230228,SD2.1
p270_1_v0.0.5_pd230208.png,270,Negation,False,v0.0.5_pd230228,SD2.1
p1831_1_v0.0.5_pd230208.png,1831,Single object,True,v0.0.5_pd230228,SD2.1
p2161_1_v0.0.5_pd230208.png,2161,Single object,True,v0.0.5_pd230228,SD2.1
p2285_1_v0.0.5_pd230208.png,2285,Single object,True,v0.0.5_pd230228,SD2.1
p81_1_v0.0.5_pd230208.png,81,Conditional generation,False,v0.0.5_pd230228,SD2.1
p6_1_v0.0.5_pd230208.png,6,Conditional generation,True,v0.0.5_pd230228,SD2.1
p122_1_v0.0.5_pd230208.png,122,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p2153_1_v0.0.5_pd230208.png,2153,Single object,True,v0.0.5_pd230228,SD2.1
p1803_1_v0.0.5_pd230208.png,1803,Single object,True,v0.0.5_pd230228,SD2.1
p110_1_v0.0.5_pd230208.png,110,Simple arithmetic,False,v0.0.5_pd230228,SD2.1
p242_1_v0.0.5_pd230208.png,242,Negation,False,v0.0.5_pd230228,SD2.1
p2201_1_v0.0.5_pd230208.png,2201,Single object,True,v0.0.5_pd230228,SD2.1
p2302_1_v0.0.5_pd230208.png,2302,Single object,True,v0.0.5_pd230228,SD2.1
p2088_1_v0.0.5_pd230208.png,2088,Single object,True,v0.0.5_pd230228,SD2.1
p2050_1_v0.0.5_pd230208.png,2050,Single object,True,v0.0.5_pd230228,SD2.1
p1900_1_v0.0.5_pd230208.png,1900,Single object,True,v0.0.5_pd230228,SD2.1
p2028_1_v0.0.5_pd230208.png,2028,Single object,True,v0.0.5_pd230228,SD2.1
p1978_1_v0.0.5_pd230208.png,1978,Single object,True,v0.0.5_pd230228,SD2.1
p2046_1_v0.0.5_pd230208.png,2046,Single object,True,v0.0.5_pd230228,SD2.1
p2279_1_v0.0.5_pd230208.png,2279,Single object,True,v0.0.5_pd230228,SD2.1
